Id,wavelength,reflectance,direct_transmittance,diffuse_transmittance
340,2.6,4.884,0.0,3.6152
341,2.62,4.691,0.0,3.4726
342,2.64,4.498,0.0,3.329
343,2.66,4.304,0.0,3.1854
344,2.68,4.111,0.0,3.0428
345,2.7,3.917,0.0,2.8992
346,2.72,3.724,0.0,2.7566
347,2.74,3.531,0.0,2.614
348,2.76,3.337,0.0,2.4704
349,2.78,3.144,0.0,2.3268
350,2.8,2.95,0.0,2.1832
351,2.82,2.757,0.0,2.0406
352,2.84,2.564,0.0,1.898
353,2.86,2.37,0.0,1.7544
354,2.88,2.177,0.0,1.6118
355,2.9,1.984,0.0,1.4682
356,2.92,1.79,0.0,1.3246
357,2.94,1.597,0.0,1.182
358,2.96,1.403,0.0,1.0384
359,2.98,1.21,0.0,0.8958
360,3.0,1.196,0.0,0.885
361,3.02,1.196,0.0,0.885
362,3.04,1.174,0.0,0.8694
363,3.06,1.135,0.0,0.8401
364,3.08,1.105,0.0,0.8176
365,3.1,1.102,0.0,0.8156
366,3.12,1.108,0.0,0.8205
367,3.14,1.111,0.0,0.8225
368,3.16,1.094,0.0,0.8098
369,3.18,1.115,0.0,0.8254
370,3.2,1.122,0.0,0.8303
371,3.22,1.123,0.0,0.8313
372,3.24,1.141,0.0,0.845
373,3.26,1.136,0.0,0.841
374,3.28,1.143,0.0,0.8459
375,3.3,1.14,0.0,0.844
376,3.32,1.112,0.0,0.8235
377,3.34,1.082,0.0,0.801
378,3.36,1.021,0.0,0.7561
379,3.38,1.007,0.0,0.7453
380,3.4,0.91,0.0,0.674
381,3.42,1.632,0.0,1.2083
382,3.44,2.156,0.0,1.5961
383,3.46,1.765,0.0,1.306
384,3.48,1.501,0.0,1.1106
385,3.5,1.313,0.0,0.9719
386,3.52,2.333,0.0,1.727
387,3.54,1.824,0.0,1.35
388,3.56,1.71,0.0,1.266
389,3.58,1.66,0.0,1.2288
390,3.6,1.634,0.0,1.2093
391,3.62,1.616,0.0,1.1966
392,3.64,1.61,0.0,1.1917
393,3.66,1.604,0.0,1.1868
394,3.68,1.617,0.0,1.1966
395,3.7,1.63,0.0,1.2064
396,3.72,1.633,0.0,1.2083
397,3.74,1.64,0.0,1.2142
398,3.76,1.673,0.0,1.2386
399,3.78,1.689,0.0,1.2503
400,3.8,1.718,0.0,1.2718
401,3.82,1.738,0.0,1.2865
402,3.84,1.755,0.0,1.2992
403,3.86,1.762,0.0,1.3041
404,3.88,1.788,0.0,1.3236
405,3.9,1.802,0.0,1.3334
406,3.92,1.82,0.0,1.347
407,3.94,1.836,0.0,1.3588
408,3.96,1.835,0.0,1.3578
409,3.98,1.842,0.0,1.3637
410,4.0,1.842,0.0,1.3637
411,4.02,1.854,0.0,1.3724
412,4.04,1.85,0.0,1.3695
413,4.06,1.85,0.0,1.3695
414,4.08,1.852,0.0,1.3705
