Id,wavelength,reflectance,direct_transmittance,diffuse_transmittance
462,0.83,36.8722,0.0,62.5448
463,0.831,36.8795,0.0,62.5445
464,0.832,36.8872,0.0,62.545
465,0.833,36.8964,0.0,62.5451
466,0.834,36.9041,0.0,62.5441
467,0.835,36.9119,0.0,62.544
468,0.836,36.922,0.0,62.5489
469,0.837,36.9306,0.0,62.5515
470,0.838,36.9369,0.0,62.5496
471,0.839,36.9418,0.0,62.5452
472,0.84,36.9459,0.0,62.5415
473,0.841,36.9505,0.0,62.5387
474,0.842,36.9556,0.0,62.5348
475,0.843,36.9594,0.0,62.5274
476,0.844,36.9638,0.0,62.5218
477,0.845,36.9695,0.0,62.5176
478,0.846,36.976,0.0,62.5139
479,0.847,36.9826,0.0,62.51
480,0.848,36.9891,0.0,62.5066
481,0.849,36.9961,0.0,62.5043
482,0.85,37.0029,0.0,62.5027
483,0.851,37.0061,0.0,62.4965
484,0.852,37.008,0.0,62.4896
485,0.853,37.0117,0.0,62.4857
486,0.854,37.016,0.0,62.4833
487,0.855,37.0192,0.0,62.4787
488,0.856,37.0205,0.0,62.4695
489,0.857,37.0213,0.0,62.4603
490,0.858,37.0244,0.0,62.4513
491,0.859,37.0289,0.0,62.4425
492,0.86,37.0344,0.0,62.436
493,0.861,37.0377,0.0,62.4271
494,0.862,37.0401,0.0,62.4176
495,0.863,37.0422,0.0,62.4095
496,0.864,37.0424,0.0,62.4002
497,0.865,37.0429,0.0,62.3923
498,0.866,37.045,0.0,62.3869
499,0.867,37.047,0.0,62.3823
500,0.868,37.0467,0.0,62.3767
501,0.869,37.0453,0.0,62.3683
502,0.87,37.0448,0.0,62.3581
503,0.871,37.0476,0.0,62.3508
504,0.872,37.0505,0.0,62.3425
505,0.873,37.0532,0.0,62.3342
506,0.874,37.0565,0.0,62.3261
507,0.875,37.0577,0.0,62.3137
508,0.876,37.0584,0.0,62.3016
509,0.877,37.0591,0.0,62.2907
510,0.878,37.0606,0.0,62.2795
511,0.879,37.0634,0.0,62.2701
512,0.88,37.0648,0.0,62.2609
513,0.881,37.0634,0.0,62.2511
514,0.882,37.0624,0.0,62.2401
515,0.883,37.0627,0.0,62.229
516,0.884,37.0642,0.0,62.2191
517,0.885,37.0641,0.0,62.2076
518,0.886,37.0624,0.0,62.1974
519,0.887,37.0613,0.0,62.1885
520,0.888,37.0615,0.0,62.1786
521,0.889,37.0636,0.0,62.1705
522,0.89,37.0658,0.0,62.1621
523,0.891,37.0676,0.0,62.1519
524,0.892,37.0704,0.0,62.1413
525,0.893,37.0722,0.0,62.1295
526,0.894,37.0735,0.0,62.1171
527,0.895,37.0756,0.0,62.1044
528,0.896,37.0789,0.0,62.0909
529,0.897,37.0811,0.0,62.0779
530,0.898,37.0809,0.0,62.0644
531,0.899,37.0782,0.0,62.0486
532,0.9,37.0774,0.0,62.0371
533,0.901,37.0774,0.0,62.0267
534,0.902,37.0768,0.0,62.0145
535,0.903,37.077,0.0,62.0007
536,0.904,37.0764,0.0,61.986
537,0.905,37.0752,0.0,61.9717
538,0.906,37.0742,0.0,61.9569
539,0.907,37.0759,0.0,61.9454
540,0.908,37.0779,0.0,61.9334
541,0.909,37.0786,0.0,61.9189
542,0.91,37.086,0.0,61.9134
543,0.911,37.0918,0.0,61.9102
544,0.912,37.0938,0.0,61.9051
545,0.913,37.0929,0.0,61.8951
546,0.914,37.0938,0.0,61.884
547,0.915,37.0947,0.0,61.8722
548,0.916,37.0943,0.0,61.8598
549,0.917,37.0907,0.0,61.8447
550,0.918,37.0884,0.0,61.8333
551,0.919,37.0887,0.0,61.825
552,0.92,37.0915,0.0,61.818
553,0.921,37.0917,0.0,61.8074
554,0.922,37.0889,0.0,61.7912
555,0.923,37.0854,0.0,61.7738
556,0.924,37.0827,0.0,61.7613
557,0.925,37.0783,0.0,61.75
558,0.926,37.0706,0.0,61.7335
559,0.927,37.0611,0.0,61.7115
560,0.928,37.0588,0.0,61.6974
561,0.929,37.0561,0.0,61.6823
562,0.93,37.0522,0.0,61.6663
563,0.931,37.0491,0.0,61.6524
564,0.932,37.0531,0.0,61.6419
565,0.933,37.0599,0.0,61.6341
566,0.934,37.0654,0.0,61.6249
567,0.935,37.0649,0.0,61.6068
568,0.936,37.0584,0.0,61.5855
569,0.937,37.0499,0.0,61.564
570,0.938,37.0423,0.0,61.5446
571,0.939,37.0374,0.0,61.529
572,0.94,37.0264,0.0,61.5074
573,0.941,37.0141,0.0,61.483
574,0.942,37.0064,0.0,61.4604
575,0.943,36.9947,0.0,61.4339
576,0.944,36.9825,0.0,61.4073
577,0.945,36.9716,0.0,61.3818
578,0.946,36.9623,0.0,61.3551
579,0.947,36.9547,0.0,61.3314
580,0.948,36.9473,0.0,61.3078
581,0.949,36.9381,0.0,61.2829
582,0.95,36.9246,0.0,61.2591
583,0.951,36.9146,0.0,61.2404
584,0.952,36.9041,0.0,61.2199
585,0.953,36.8881,0.0,61.1913
586,0.954,36.8708,0.0,61.1579
587,0.955,36.8582,0.0,61.1294
588,0.956,36.8479,0.0,61.1049
589,0.957,36.8343,0.0,61.0819
590,0.958,36.8214,0.0,61.0576
591,0.959,36.8089,0.0,61.0311
592,0.96,36.7985,0.0,61.006
593,0.961,36.7923,0.0,60.9865
594,0.962,36.7801,0.0,60.9652
595,0.963,36.7689,0.0,60.9473
596,0.964,36.759,0.0,60.9331
597,0.965,36.7435,0.0,60.916
598,0.966,36.7308,0.0,60.8955
599,0.967,36.7213,0.0,60.8702
600,0.968,36.7166,0.0,60.8453
601,0.969,36.7177,0.0,60.8322
602,0.97,36.7248,0.0,60.8273
603,0.971,36.7313,0.0,60.8191
604,0.972,36.7347,0.0,60.8039
605,0.973,36.74,0.0,60.7908
606,0.974,36.7424,0.0,60.7805
607,0.975,36.7408,0.0,60.7701
608,0.976,36.7329,0.0,60.7535
609,0.977,36.7265,0.0,60.7398
610,0.978,36.7218,0.0,60.7328
611,0.979,36.7155,0.0,60.7292
612,0.98,36.7146,0.0,60.7287
613,0.981,36.713,0.0,60.7217
614,0.982,36.7093,0.0,60.7113
615,0.983,36.7061,0.0,60.7067
616,0.984,36.7066,0.0,60.7095
617,0.985,36.7044,0.0,60.7112
618,0.986,36.7035,0.0,60.7143
619,0.987,36.7107,0.0,60.7274
620,0.988,36.7154,0.0,60.736
621,0.989,36.7209,0.0,60.7394
622,0.99,36.7315,0.0,60.7398
623,0.991,36.7461,0.0,60.7442
624,0.992,36.7617,0.0,60.7567
625,0.993,36.787,0.0,60.7696
626,0.994,36.8096,0.0,60.7758
627,0.995,36.8258,0.0,60.7724
628,0.996,36.8405,0.0,60.7702
629,0.997,36.8514,0.0,60.7639
630,0.998,36.8636,0.0,60.7625
631,0.999,36.8746,0.0,60.7603
632,1.0,36.8861,0.0,60.75
633,1.001,36.8943,0.0,60.7356
634,1.002,36.8964,0.0,60.723
635,1.003,36.9024,0.0,60.7179
636,1.004,36.9123,0.0,60.7217
637,1.005,36.9189,0.0,60.7353
638,1.006,36.9209,0.0,60.7563
639,1.007,36.9277,0.0,60.781
640,1.008,36.9268,0.0,60.804
641,1.009,36.9203,0.0,60.8189
642,1.01,36.9175,0.0,60.8305
643,1.011,36.9222,0.0,60.8365
644,1.012,36.9369,0.0,60.8422
645,1.013,36.9509,0.0,60.8325
646,1.014,36.9637,0.0,60.8087
647,1.015,36.9724,0.0,60.7908
648,1.016,36.9807,0.0,60.7844
649,1.017,36.9985,0.0,60.7843
650,1.018,37.0156,0.0,60.7857
651,1.019,37.0268,0.0,60.7832
652,1.02,37.0315,0.0,60.7781
653,1.021,37.0275,0.0,60.7747
654,1.022,37.0179,0.0,60.7725
655,1.023,37.0051,0.0,60.7689
656,1.024,36.9957,0.0,60.7698
657,1.025,36.9977,0.0,60.7757
658,1.026,37.009,0.0,60.775
659,1.027,37.0231,0.0,60.767
660,1.028,37.0414,0.0,60.7663
661,1.029,37.0645,0.0,60.7796
662,1.03,37.0925,0.0,60.7981
663,1.031,37.1217,0.0,60.814
664,1.032,37.1464,0.0,60.822
665,1.033,37.1633,0.0,60.819
666,1.034,37.1689,0.0,60.816
667,1.035,37.1633,0.0,60.8239
668,1.036,37.1513,0.0,60.8369
669,1.037,37.1365,0.0,60.8403
670,1.038,37.1189,0.0,60.8317
671,1.039,37.1009,0.0,60.8116
672,1.04,37.0884,0.0,60.784
673,1.041,37.0839,0.0,60.7606
674,1.042,37.0865,0.0,60.7496
675,1.043,37.0927,0.0,60.7517
676,1.044,37.098,0.0,60.7598
677,1.045,37.0968,0.0,60.767
678,1.046,37.0925,0.0,60.7714
679,1.047,37.0882,0.0,60.7757
680,1.048,37.0855,0.0,60.7902
681,1.049,37.0864,0.0,60.8176
682,1.05,37.0933,0.0,60.8457
683,1.051,37.1048,0.0,60.8618
684,1.052,37.1192,0.0,60.8655
685,1.053,37.1366,0.0,60.8633
686,1.054,37.1626,0.0,60.8669
687,1.055,37.1955,0.0,60.8744
688,1.056,37.2258,0.0,60.8773
689,1.057,37.2467,0.0,60.8747
690,1.058,37.2525,0.0,60.8632
691,1.059,37.2424,0.0,60.8414
692,1.06,37.2238,0.0,60.813
693,1.061,37.206,0.0,60.7861
694,1.062,37.1911,0.0,60.768
695,1.063,37.1783,0.0,60.7537
696,1.064,37.1707,0.0,60.7389
697,1.065,37.1701,0.0,60.7193
698,1.066,37.176,0.0,60.6955
699,1.067,37.1869,0.0,60.6789
