wavelength;reflectance;direct_transmittance;diffuse_transmittance
0.614;5.12528115;0.0;7.03474025
0.615;5.078109;0.0;6.93738695
0.616;5.02998915;0.0;6.83914865
0.617;4.98624035;0.0;6.7461027
0.618;4.95240255;0.0;6.66529615
0.619;4.9191229;0.0;6.58820155
0.62;4.88666555;0.0;6.51502385
0.621;4.8564131;0.0;6.4472352
0.622;4.8288102;0.0;6.38628295
0.623;4.80860325;0.0;6.33650375
0.624;4.7951814;0.0;6.29774005
0.625;4.78062185;0.0;6.26358285
0.626;4.76742315;0.0;6.23707255
0.627;4.7568412;0.0;6.2174643
0.628;4.74968665;0.0;6.20219195
0.629;4.74052755;0.0;6.1877498
0.63;4.7334758;0.0;6.17661265
0.631;4.73234245;0.0;6.1702381
0.632;4.7298866;0.0;6.1596588
0.633;4.7228857;0.0;6.1401563
0.634;4.70977945;0.0;6.10784625
0.635;4.6913709;0.0;6.0588129
0.636;4.66696195;0.0;5.99478265
0.637;4.6379302;0.0;5.9158172
0.638;4.60778855;0.0;5.82031265
0.639;4.57221095;0.0;5.71090065
0.64;4.53233275;0.0;5.58959425
0.641;4.491522;0.0;5.4587886
0.642;4.45318585;0.0;5.3258729
0.643;4.4169143;0.0;5.1914459
0.644;4.3814686;0.0;5.0545432
0.645;4.3455139;0.0;4.91343265
0.646;4.31217185;0.0;4.77516485
0.647;4.28269885;0.0;4.6442663
0.648;4.25509235;0.0;4.5206659
0.649;4.22908865;0.0;4.40737435
0.65;4.2063538;0.0;4.3072223
0.651;4.1901801;0.0;4.2231511
0.652;4.1803908;0.0;4.1538297
0.653;4.173403;0.0;4.09195035
0.654;4.1649194;0.0;4.02888315
0.655;4.15533275;0.0;3.9636987
0.656;4.14362235;0.0;3.89153515
0.657;4.13029665;0.0;3.80953015
0.658;4.1200562;0.0;3.72066385
0.659;4.1132244;0.0;3.6236334
0.66;4.10675775;0.0;3.51700745
0.661;4.09190045;0.0;3.3981175
0.662;4.08326855;0.0;3.27880715
0.663;4.08019585;0.0;3.160452
0.664;4.0754825;0.0;3.04012885
0.665;4.0798115;0.0;2.92994045
0.666;4.08800285;0.0;2.82682505
0.667;4.0948814;0.0;2.72753465
0.668;4.111811;0.0;2.64422515
0.669;4.13359635;0.0;2.57083285
0.67;4.1586918;0.0;2.50557845
0.671;4.1953878;0.0;2.46084125
0.672;4.2339205;0.0;2.423269
0.673;4.27340785;0.0;2.39097285
0.674;4.31933895;0.0;2.37164955
0.675;4.36992775;0.0;2.3589188
0.676;4.4260555;0.0;2.3536696
0.677;4.48891965;0.0;2.35857595
0.678;4.55568855;0.0;2.3701698
0.679;4.62673915;0.0;2.391502
