"differences","num_of_species","illumination","fapar_diffs","trait","background"
-1.04546995853291,"2","direct sun, 0? zenith angle",0.384643103373677,"LAI","white"
-2.77617988312929,"2","direct sun, 0? zenith angle",0.785513304931033,"LAI","white"
-4.6938323254685,"2","direct sun, 0? zenith angle",1.11206459118063,"LAI","white"
-6.31583518841601,"2","direct sun, 0? zenith angle",1.27877690588022,"LAI","white"
-1.46251742907659,"2","direct sun, 0? zenith angle",1.171814090401,"LAI","white"
-0.672720856109595,"2","direct sun, 0? zenith angle",0.11639386187521,"LAI","white"
-1.91778041611638,"2","direct sun, 0? zenith angle",0.316716126904554,"LAI","white"
-2.62309051219133,"2","direct sun, 0? zenith angle",0.309608608464306,"LAI","white"
-4.39670837344328,"2","direct sun, 0? zenith angle",2.8287101784577,"LAI","white"
-0.485682319344142,"2","direct sun, 0? zenith angle",0.0463917548613329,"LAI","white"
-1.20083579098065,"2","direct sun, 0? zenith angle",0.0728749791080772,"LAI","white"
-7.12795285650232,"2","direct sun, 0? zenith angle",3.77010398163229,"LAI","white"
-0.301243291042264,"2","direct sun, 0? zenith angle",0.0215523685256107,"LAI","white"
-9.75595336771708,"2","direct sun, 0? zenith angle",4.53003359031438,"LAI","white"
-12.4181596457305,"2","direct sun, 0? zenith angle",5.2839396290416,"LAI","white"
-2.1565300553159,"3","direct sun, 0? zenith angle",0.534414434606772,"LAI","white"
-3.12975048026026,"3","direct sun, 0? zenith angle",0.763655888701626,"LAI","white"
-4.42647336948126,"3","direct sun, 0? zenith angle",0.919190419982131,"LAI","white"
-2.8649714867838,"3","direct sun, 0? zenith angle",1.71493466741945,"LAI","white"
-3.50058880900164,"3","direct sun, 0? zenith angle",0.809068640808814,"LAI","white"
-4.35571448439251,"3","direct sun, 0? zenith angle",0.875491797191389,"LAI","white"
-4.83720572239628,"3","direct sun, 0? zenith angle",2.5063758592111,"LAI","white"
-5.36178635351107,"3","direct sun, 0? zenith angle",1.02317800919451,"LAI","white"
-6.64333596088276,"3","direct sun, 0? zenith angle",2.89342123657257,"LAI","white"
-8.01906230277238,"3","direct sun, 0? zenith angle",3.16970252487377,"LAI","white"
-1.40400995371794,"3","direct sun, 0? zenith angle",0.20794960679422,"LAI","white"
-2.12971998630118,"3","direct sun, 0? zenith angle",0.26842200663875,"LAI","white"
-5.81484417872358,"3","direct sun, 0? zenith angle",2.85272930949511,"LAI","white"
-2.22284712322182,"3","direct sun, 0? zenith angle",0.279935831247472,"LAI","white"
-7.54213743665007,"3","direct sun, 0? zenith angle",3.18371638948662,"LAI","white"
-8.61473730745839,"3","direct sun, 0? zenith angle",3.37734070623588,"LAI","white"
-0.691534572731116,"3","direct sun, 0? zenith angle",0.0416139533880805,"LAI","white"
-8.30656142594994,"3","direct sun, 0? zenith angle",3.38771202793529,"LAI","white"
-9.84217910184429,"3","direct sun, 0? zenith angle",3.64946549194412,"LAI","white"
-10.3807432805945,"3","direct sun, 0? zenith angle",3.6226556531363,"LAI","white"
-2.66312682649918,"4","direct sun, 0? zenith angle",0.590895808694056,"LAI","white"
-3.58577753402677,"4","direct sun, 0? zenith angle",0.720539585814803,"LAI","white"
-4.67752773882451,"4","direct sun, 0? zenith angle",2.20792959996899,"LAI","white"
-4.4401607726746,"4","direct sun, 0? zenith angle",0.842114057411723,"LAI","white"
-5.58228276182002,"4","direct sun, 0? zenith angle",2.3139907601782,"LAI","white"
-6.7400769840213,"4","direct sun, 0? zenith angle",2.55002040794898,"LAI","white"
-3.98133730586538,"4","direct sun, 0? zenith angle",0.72116029938493,"LAI","white"
-7.00603868980045,"4","direct sun, 0? zenith angle",2.80651601391002,"LAI","white"
-7.59838245447068,"4","direct sun, 0? zenith angle",2.68707084984811,"LAI","white"
-9.00675271754009,"4","direct sun, 0? zenith angle",3.16424359995722,"LAI","white"
-1.89331967922413,"4","direct sun, 0? zenith angle",0.25316334485509,"LAI","white"
-6.52149516609158,"4","direct sun, 0? zenith angle",2.48481187840772,"LAI","white"
-7.60437071164518,"4","direct sun, 0? zenith angle",2.63700594024307,"LAI","white"
-7.49948479315022,"4","direct sun, 0? zenith angle",2.44250660963795,"LAI","white"
-8.88910753471822,"4","direct sun, 0? zenith angle",2.95827400818576,"LAI","white"
-3.57339035597147,"5","direct sun, 0? zenith angle",0.647927140147789,"LAI","white"
-5.87109843619015,"5","direct sun, 0? zenith angle",2.26710208958206,"LAI","white"
-6.41547454361117,"5","direct sun, 0? zenith angle",2.25938386203595,"LAI","white"
-7.27317691818276,"5","direct sun, 0? zenith angle",2.49525938618709,"LAI","white"
-7.56551454448313,"5","direct sun, 0? zenith angle",2.48053313967694,"LAI","white"
-7.16458057565887,"5","direct sun, 0? zenith angle",2.29894099450387,"LAI","white"
-6.59219734815343,"6","direct sun, 0? zenith angle",2.11630641029365,"LAI","white"
-1.14922825251908,"2","direct sun, 30? zenith angle",0.368539717254105,"LAI","white"
-3.58302509492662,"2","direct sun, 30? zenith angle",0.84861903375604,"LAI","white"
-6.29718844726925,"2","direct sun, 30? zenith angle",1.24537736834538,"LAI","white"
-8.29688826761007,"2","direct sun, 30? zenith angle",1.44650767713478,"LAI","white"
-2.00606111146592,"2","direct sun, 30? zenith angle",1.37852212205145,"LAI","white"
-0.727256110411954,"2","direct sun, 30? zenith angle",0.0883114278491651,"LAI","white"
-2.18773000598117,"2","direct sun, 30? zenith angle",0.268524175283918,"LAI","white"
-3.49835577398629,"2","direct sun, 30? zenith angle",0.360502699814805,"LAI","white"
-5.58513976138932,"2","direct sun, 30? zenith angle",3.11265352511247,"LAI","white"
-0.37984255376875,"2","direct sun, 30? zenith angle",0.0489326277613105,"LAI","white"
-1.40893218124187,"2","direct sun, 30? zenith angle",0.108919977889052,"LAI","white"
-9.29552112192721,"2","direct sun, 30? zenith angle",4.20096080691502,"LAI","white"
-0.25785132712892,"2","direct sun, 30? zenith angle",-0.00582811863084621,"LAI","white"
-12.9407072493502,"2","direct sun, 30? zenith angle",5.07026081254617,"LAI","white"
-16.2617328656103,"2","direct sun, 30? zenith angle",5.90571708259362,"LAI","white"
-2.34021096349648,"3","direct sun, 30? zenith angle",0.552071910479827,"LAI","white"
-4.08173834687282,"3","direct sun, 30? zenith angle",0.809668460899216,"LAI","white"
-6.06972820569446,"3","direct sun, 30? zenith angle",1.05511150738663,"LAI","white"
-3.64126249829115,"3","direct sun, 30? zenith angle",1.82792226220245,"LAI","white"
-4.5835032413523,"3","direct sun, 30? zenith angle",0.88623479046526,"LAI","white"
-6.16202544891439,"3","direct sun, 30? zenith angle",1.00566076056215,"LAI","white"
-6.38711851904919,"3","direct sun, 30? zenith angle",2.77091455404216,"LAI","white"
-7.05346750598287,"3","direct sun, 30? zenith angle",1.14777429396344,"LAI","white"
-8.57009107689797,"3","direct sun, 30? zenith angle",3.1958127532736,"LAI","white"
-10.6905461136008,"3","direct sun, 30? zenith angle",3.5303988502212,"LAI","white"
-1.38346622702972,"3","direct sun, 30? zenith angle",0.170920480475566,"LAI","white"
-2.63823268457072,"3","direct sun, 30? zenith angle",0.26003536838478,"LAI","white"
-7.4579172271114,"3","direct sun, 30? zenith angle",3.07879072829817,"LAI","white"
-2.81341284787163,"3","direct sun, 30? zenith angle",0.276351460304591,"LAI","white"
-9.63234832547883,"3","direct sun, 30? zenith angle",3.43155511851424,"LAI","white"
-11.5156894518909,"3","direct sun, 30? zenith angle",3.80889457830867,"LAI","white"
-0.915613926770712,"3","direct sun, 30? zenith angle",0.0755781886433389,"LAI","white"
-11.1994105626425,"3","direct sun, 30? zenith angle",3.81115549260961,"LAI","white"
-13.2933274686127,"3","direct sun, 30? zenith angle",4.16703343407378,"LAI","white"
-13.7789808439832,"3","direct sun, 30? zenith angle",4.07577047098372,"LAI","white"
-3.51780204845451,"4","direct sun, 30? zenith angle",0.647170361522998,"LAI","white"
-4.65220782570564,"4","direct sun, 30? zenith angle",0.773898981763313,"LAI","white"
-5.92483289222197,"4","direct sun, 30? zenith angle",2.38535367779758,"LAI","white"
-5.75484416481326,"4","direct sun, 30? zenith angle",0.900095647282506,"LAI","white"
-7.23317151241903,"4","direct sun, 30? zenith angle",2.52888144299143,"LAI","white"
-8.65254937438293,"4","direct sun, 30? zenith angle",2.71851339412459,"LAI","white"
-5.44581222032526,"4","direct sun, 30? zenith angle",0.835165219900671,"LAI","white"
-9.12371028204,"4","direct sun, 30? zenith angle",3.1144627905248,"LAI","white"
-10.0303196844079,"4","direct sun, 30? zenith angle",3.04183698173197,"LAI","white"
-11.8688355634777,"4","direct sun, 30? zenith angle",3.50530461384989,"LAI","white"
-2.20102824440515,"4","direct sun, 30? zenith angle",0.200146704320716,"LAI","white"
-8.57184610536626,"4","direct sun, 30? zenith angle",2.74625443554029,"LAI","white"
-9.76611457889864,"4","direct sun, 30? zenith angle",2.90964200597739,"LAI","white"
-10.0202481805398,"4","direct sun, 30? zenith angle",2.74490741868769,"LAI","white"
-11.8740657982741,"4","direct sun, 30? zenith angle",3.29080291669272,"LAI","white"
-4.73461051788538,"5","direct sun, 30? zenith angle",0.760645981854322,"LAI","white"
-7.51157006517149,"5","direct sun, 30? zenith angle",2.45076878045748,"LAI","white"
-8.58223672317911,"5","direct sun, 30? zenith angle",2.58592501212982,"LAI","white"
-9.61496026536549,"5","direct sun, 30? zenith angle",2.79594732356272,"LAI","white"
-10.0065194222954,"5","direct sun, 30? zenith angle",2.76398189972773,"LAI","white"
-9.65690155643216,"5","direct sun, 30? zenith angle",2.58110803848654,"LAI","white"
-9.0665746155388,"6","direct sun, 30? zenith angle",2.47586394216729,"LAI","white"
-0.983633531373551,"2","overcasted",0.248885176149741,"LAI","white"
-3.54863529477099,"2","overcasted",0.726939042086197,"LAI","white"
-6.01229901417243,"2","overcasted",1.07410828589422,"LAI","white"
-7.77969495144006,"2","overcasted",1.22636764436005,"LAI","white"
-2.26381884159707,"2","overcasted",1.3420803873995,"LAI","white"
-0.56190241187764,"2","overcasted",0.066063732801586,"LAI","white"
-1.9481848352619,"2","overcasted",0.221467842143726,"LAI","white"
-3.10120807998507,"2","overcasted",0.291836369437859,"LAI","white"
-6.45640711068223,"2","overcasted",3.07929876720489,"LAI","white"
-0.362471218383965,"2","overcasted",0.0278386467791932,"LAI","white"
-1.03295220650283,"2","overcasted",0.0742882443128116,"LAI","white"
-10.3802404510252,"2","overcasted",4.07748358926298,"LAI","white"
-0.392619884287092,"2","overcasted",0.0104960281891285,"LAI","white"
-14.160388660223,"2","overcasted",4.88779055333351,"LAI","white"
-17.4265113319886,"2","overcasted",5.56929373554413,"LAI","white"
-2.45069141606988,"3","overcasted",0.49220588738677,"LAI","white"
-3.78508384430469,"3","overcasted",0.648169185685211,"LAI","white"
-5.55513461126748,"3","overcasted",0.854012073005532,"LAI","white"
-4.24588996607114,"3","overcasted",1.88452167680589,"LAI","white"
-4.37393629292443,"3","overcasted",0.748500949385344,"LAI","white"
-5.55515125833832,"3","overcasted",0.851279334542209,"LAI","white"
-7.18252387474936,"3","overcasted",2.72970238543205,"LAI","white"
-6.49458545727127,"3","overcasted",0.968885660352177,"LAI","white"
-9.62398590705883,"3","overcasted",3.13408564496662,"LAI","white"
-11.805582807021,"3","overcasted",3.48047092851158,"LAI","white"
-1.31790952790364,"3","overcasted",0.14073196630394,"LAI","white"
-2.20021221823725,"3","overcasted",0.217463336831103,"LAI","white"
-8.23261093385077,"3","overcasted",3.01238811632935,"LAI","white"
-2.51318369397843,"3","overcasted",0.244486468896951,"LAI","white"
-10.5823730890452,"3","overcasted",3.40913666319087,"LAI","white"
-12.2921368921586,"3","overcasted",3.66728185267023,"LAI","white"
-0.618875390498393,"3","overcasted",0.0497089118697544,"LAI","white"
-12.0312556615865,"3","overcasted",3.6613723743178,"LAI","white"
-13.6917863041899,"3","overcasted",3.91061360334226,"LAI","white"
-14.3142074430422,"3","overcasted",3.88101134123284,"LAI","white"
-3.30688833901947,"4","overcasted",0.523659039411833,"LAI","white"
-4.55601528303302,"4","overcasted",0.676728021578999,"LAI","white"
-6.40259437928683,"4","overcasted",2.30021865507617,"LAI","white"
-5.28979347468557,"4","overcasted",0.780632161545109,"LAI","white"
-7.98352027349304,"4","overcasted",2.47656384400238,"LAI","white"
-9.49562677181762,"4","overcasted",2.71501111004535,"LAI","white"
-4.88791076407529,"4","overcasted",0.678710232960117,"LAI","white"
-9.58329995515269,"4","overcasted",2.90869378035417,"LAI","white"
-10.5458675207343,"4","overcasted",2.89477656685554,"LAI","white"
-12.5271649337222,"4","overcasted",3.35328703561243,"LAI","white"
-1.93348254844904,"4","overcasted",0.184559894400493,"LAI","white"
-8.99158900071796,"4","overcasted",2.63774016431879,"LAI","white"
-10.3378856196536,"4","overcasted",2.80251854613927,"LAI","white"
-10.6456374939974,"4","overcasted",2.70964094539524,"LAI","white"
-12.188448443341,"4","overcasted",3.11803106374947,"LAI","white"
-4.26497922309777,"5","overcasted",0.627184125079465,"LAI","white"
-7.94369862313782,"5","overcasted",2.3260171636473,"LAI","white"
-9.06027409020382,"5","overcasted",2.43434234181177,"LAI","white"
-9.88230223461001,"5","overcasted",2.59193894684527,"LAI","white"
-10.5326494696826,"5","overcasted",2.66821191980183,"LAI","white"
-9.78396948735805,"5","overcasted",2.44855877273274,"LAI","white"
-9.07384568870293,"6","overcasted",2.27352242055725,"LAI","white"
0.241304682142572,"2","direct sun, 0? zenith angle",-0.0539267655324579,"LAD","white"
-1.37318907253865,"2","direct sun, 0? zenith angle",0.425619391522836,"LAD","white"
-0.590216357999198,"2","direct sun, 0? zenith angle",0.175419090455645,"LAD","white"
0.0578405884937191,"2","direct sun, 0? zenith angle",-0.00651290945794559,"LAD","white"
-0.0891325197557183,"2","direct sun, 0? zenith angle",0.01539167790548,"LAD","white"
-1.77179813267467,"2","direct sun, 0? zenith angle",0.489595229079055,"LAD","white"
-0.358576675474274,"2","direct sun, 0? zenith angle",0.128593930813711,"LAD","white"
-0.00738393571936333,"2","direct sun, 0? zenith angle",0.0104557376646266,"LAD","white"
0.201514778856211,"2","direct sun, 0? zenith angle",-0.0582789080011527,"LAD","white"
-3.66975453096744,"2","direct sun, 0? zenith angle",1.19296403736039,"LAD","white"
-1.81963846348695,"2","direct sun, 0? zenith angle",0.515384467948036,"LAD","white"
-1.90282001782699,"2","direct sun, 0? zenith angle",0.560502653506192,"LAD","white"
-0.329483516021717,"2","direct sun, 0? zenith angle",0.137604055206848,"LAD","white"
-0.423114023525786,"2","direct sun, 0? zenith angle",0.104951928779148,"LAD","white"
0.138458046155748,"2","direct sun, 0? zenith angle",-0.0369236979189274,"LAD","white"
-1.80353269315615,"3","direct sun, 0? zenith angle",0.47891363231347,"LAD","white"
-0.533228396836165,"3","direct sun, 0? zenith angle",0.164406928265999,"LAD","white"
-0.0588749706027336,"3","direct sun, 0? zenith angle",0.0300248523408156,"LAD","white"
