Id,wavelength,irradiance
15729,0.635405,1651.47
15730,0.635364,1651.64
15731,0.635324,1651.82
15732,0.635284,1652.0
15733,0.635243,1652.17
15734,0.635203,1652.35
15735,0.635163,1652.52
15736,0.635122,1652.69
15737,0.635082,1652.87
15738,0.635042,1653.05
15739,0.635001,1653.22
15740,0.634961,1653.4
15741,0.634921,1653.57
15742,0.63488,1653.75
15743,0.63484,1653.93
15744,0.6348,1654.11
15745,0.634759,1654.28
15746,0.634719,1654.45
15747,0.634679,1654.61
15748,0.634639,1654.33
15749,0.634598,1653.91
15750,0.634558,1653.48
15751,0.634518,1653.06
15752,0.634478,1652.64
15753,0.634437,1652.2
15754,0.634397,1651.78
15755,0.634357,1651.35
15756,0.634317,1650.93
15757,0.634276,1650.51
15758,0.634236,1650.07
15759,0.634196,1649.65
15760,0.634156,1649.23
15761,0.634115,1648.8
15762,0.634075,1648.38
15763,0.634035,1647.95
15764,0.633995,1647.52
15765,0.633955,1647.1
15766,0.633914,1646.67
15767,0.633874,1646.25
15768,0.633834,1645.82
15769,0.633794,1645.4
15770,0.633754,1644.97
15771,0.633714,1644.55
15772,0.633673,1644.68
15773,0.633633,1645.56
15774,0.633593,1646.45
15775,0.633553,1647.35
15776,0.633513,1648.23
15777,0.633473,1649.12
15778,0.633433,1650.02
15779,0.633392,1650.91
15780,0.633352,1651.8
15781,0.633312,1652.69
15782,0.633272,1653.58
15783,0.633232,1654.48
15784,0.633192,1655.36
15785,0.633152,1656.26
15786,0.633112,1657.15
15787,0.633072,1658.04
15788,0.633032,1658.92
15789,0.632992,1659.81
15790,0.632951,1660.71
15791,0.632911,1661.59
15792,0.632871,1662.49
15793,0.632831,1663.38
15794,0.632791,1664.27
15795,0.632751,1665.16
15796,0.632711,1665.79
15797,0.632671,1664.74
15798,0.632631,1663.36
15799,0.632591,1661.98
15800,0.632551,1660.61
15801,0.632511,1659.23
15802,0.632471,1657.86
15803,0.632431,1656.48
15804,0.632391,1655.11
15805,0.632351,1653.73
15806,0.632311,1652.35
15807,0.632271,1650.98
15808,0.632231,1649.6
15809,0.632191,1648.23
15810,0.632151,1646.85
15811,0.632111,1645.47
15812,0.632071,1644.09
15813,0.632031,1642.72
15814,0.631991,1641.36
15815,0.631951,1639.98
15816,0.631912,1638.61
15817,0.631872,1637.23
15818,0.631832,1635.85
15819,0.631792,1634.48
15820,0.631752,1633.11
15821,0.631712,1632.94
15822,0.631672,1634.22
15823,0.631632,1635.5
15824,0.631592,1636.78
15825,0.631552,1638.07
15826,0.631512,1639.35
15827,0.631473,1640.63
15828,0.631433,1641.9
15829,0.631393,1643.19
15830,0.631353,1644.46
15831,0.631313,1645.75
15832,0.631273,1647.02
15833,0.631233,1648.31
15834,0.631194,1649.59
15835,0.631154,1650.87
15836,0.631114,1652.14
15837,0.631074,1653.42
15838,0.631034,1654.69
15839,0.630994,1655.98
15840,0.630955,1657.26
15841,0.630915,1658.53
15842,0.630875,1659.81
15843,0.630835,1661.1
15844,0.630795,1662.37
15845,0.630756,1663.64
15846,0.630716,1664.21
15847,0.630676,1664.32
15848,0.630636,1664.43
15849,0.630597,1664.54
15850,0.630557,1664.65
15851,0.630517,1664.76
15852,0.630477,1664.87
15853,0.630438,1664.98
15854,0.630398,1665.09
15855,0.630358,1665.2
15856,0.630318,1665.31
15857,0.630279,1665.42
15858,0.630239,1665.53
15859,0.630199,1665.64
15860,0.630159,1665.75
15861,0.63012,1665.86
15862,0.63008,1665.97
15863,0.63004,1666.08
15864,0.630001,1666.19
15865,0.629961,1666.3
15866,0.629921,1666.41
15867,0.629882,1666.52
15868,0.629842,1666.63
15869,0.629802,1666.74
15870,0.629763,1666.94
15871,0.629723,1667.87
15872,0.629683,1668.96
15873,0.629644,1670.04
15874,0.629604,1671.13
15875,0.629564,1672.22
15876,0.629525,1673.3
15877,0.629485,1674.39
15878,0.629445,1675.48
15879,0.629406,1676.56
15880,0.629366,1677.65
15881,0.629327,1678.73
15882,0.629287,1679.82
15883,0.629247,1680.91
15884,0.629208,1681.99
15885,0.629168,1683.07
15886,0.629129,1684.16
15887,0.629089,1685.25
15888,0.62905,1686.33
15889,0.62901,1687.42
15890,0.62897,1688.5
15891,0.628931,1689.59
15892,0.628891,1690.67
15893,0.628852,1691.75
15894,0.628812,1692.84
15895,0.628773,1693.7
15896,0.628733,1693.88
15897,0.628694,1694.02
15898,0.628654,1694.15
15899,0.628615,1694.29
15900,0.628575,1694.43
15901,0.628536,1694.57
15902,0.628496,1694.7
15903,0.628457,1694.84
15904,0.628417,1694.97
15905,0.628378,1695.11
15906,0.628338,1695.25
15907,0.628299,1695.38
15908,0.628259,1695.52
15909,0.62822,1695.66
15910,0.62818,1695.79
15911,0.628141,1695.93
15912,0.628101,1696.07
15913,0.628062,1696.2
15914,0.628022,1696.33
15915,0.627983,1696.47
15916,0.627943,1696.61
15917,0.627904,1696.74
15918,0.627865,1696.88
15919,0.627825,1697.02
15920,0.627786,1697.08
15921,0.627746,1696.85
15922,0.627707,1696.58
15923,0.627668,1696.31
15924,0.627628,1696.04
15925,0.627589,1695.78
15926,0.627549,1695.51
15927,0.62751,1695.24
15928,0.627471,1694.98
15929,0.627431,1694.71
15930,0.627392,1694.45
15931,0.627353,1694.18
15932,0.627313,1693.91
15933,0.627274,1693.65
15934,0.627235,1693.38
15935,0.627195,1693.11
15936,0.627156,1692.85
15937,0.627117,1692.59
15938,0.627077,1692.32
15939,0.627038,1692.05
15940,0.626999,1691.79
15941,0.626959,1691.52
15942,0.62692,1691.25
15943,0.626881,1690.99
15944,0.626841,1690.72
15945,0.626802,1690.06
15946,0.626763,1688.3
15947,0.626723,1686.45
15948,0.626684,1684.61
15949,0.626645,1682.77
15950,0.626606,1680.93
15951,0.626566,1679.08
15952,0.626527,1677.24
15953,0.626488,1675.41
15954,0.626449,1673.57
15955,0.626409,1671.73
15956,0.62637,1669.88
15957,0.626331,1668.04
15958,0.626292,1666.2
15959,0.626253,1664.36
15960,0.626213,1662.52
15961,0.626174,1660.69
15962,0.626135,1658.84
15963,0.626096,1657.0
15964,0.626056,1655.17
15965,0.626017,1653.33
15966,0.625978,1651.49
15967,0.625939,1649.66
15968,0.6259,1647.82
15969,0.625861,1645.98
15970,0.625821,1644.35
15971,0.625782,1644.17
15972,0.625743,1644.27
15973,0.625704,1644.36
15974,0.625665,1644.46
15975,0.625626,1644.55
15976,0.625586,1644.65
15977,0.625547,1644.74
15978,0.625508,1644.83
15979,0.625469,1644.94
15980,0.62543,1645.02
15981,0.625391,1645.12
15982,0.625352,1645.21
15983,0.625313,1645.31
15984,0.625274,1645.4
15985,0.625234,1645.5
15986,0.625195,1645.59
15987,0.625156,1645.68
15988,0.625117,1645.78
15989,0.625078,1645.87
15990,0.625039,1645.97
15991,0.625,1646.06
15992,0.624961,1646.16
15993,0.624922,1646.25
15994,0.624883,1646.35
15995,0.624844,1646.49
15996,0.624805,1647.03
15997,0.624766,1647.67
15998,0.624727,1648.31
15999,0.624688,1648.95
16000,0.624649,1649.6
16001,0.62461,1650.23
16002,0.624571,1650.87
16003,0.624532,1651.52
16004,0.624493,1652.15
16005,0.624454,1652.79
16006,0.624415,1653.44
16007,0.624376,1654.08
16008,0.624337,1654.71
16009,0.624298,1655.35
16010,0.624259,1655.99
16011,0.62422,1656.63
16012,0.624181,1657.27
16013,0.624142,1657.92
16014,0.624103,1658.55
16015,0.624064,1659.19
16016,0.624025,1659.84
16017,0.623986,1660.47
16018,0.623947,1661.12
16019,0.623908,1661.75
16020,0.623869,1662.39
16021,0.62383,1663.03
16022,0.623791,1663.67
16023,0.623752,1664.31
16024,0.623714,1664.94
16025,0.623675,1665.59
16026,0.623636,1666.23
16027,0.623597,1666.87
16028,0.623558,1667.5
16029,0.623519,1668.14
16030,0.62348,1668.78
16031,0.623441,1669.42
16032,0.623403,1670.06
16033,0.623364,1670.69
16034,0.623325,1671.33
16035,0.623286,1671.97
16036,0.623247,1672.61
16037,0.623208,1673.25
16038,0.623169,1673.88
16039,0.623131,1674.52
16040,0.623092,1675.16
16041,0.623053,1675.8
16042,0.623014,1676.43
16043,0.622975,1677.07
16044,0.622937,1677.71
16045,0.622898,1678.35
16046,0.622859,1678.8
16047,0.62282,1678.85
16048,0.622781,1678.91
16049,0.622743,1678.95
16050,0.622704,1678.99
16051,0.622665,1679.04
16052,0.622626,1679.09
16053,0.622587,1679.13
16054,0.622549,1679.18
16055,0.62251,1679.22
16056,0.622471,1679.27
16057,0.622432,1679.32
16058,0.622394,1679.36
16059,0.622355,1679.4
16060,0.622316,1679.45
16061,0.622278,1679.49
16062,0.622239,1679.54
16063,0.6222,1679.59
16064,0.622161,1679.63
16065,0.622123,1679.68
16066,0.622084,1679.72
16067,0.622045,1679.76
16068,0.622007,1679.81
16069,0.621968,1679.86
16070,0.621929,1679.9
16071,0.621891,1679.98
16072,0.621852,1680.79
16073,0.621813,1681.93
16074,0.621775,1683.07
16075,0.621736,1684.22
16076,0.621697,1685.35
16077,0.621659,1686.49
16078,0.62162,1687.63
16079,0.621581,1688.77
16080,0.621543,1689.91
16081,0.621504,1691.05
16082,0.621465,1692.19
16083,0.621427,1693.32
16084,0.621388,1694.47
16085,0.62135,1695.6
16086,0.621311,1696.74
16087,0.621272,1697.88
16088,0.621234,1699.02
16089,0.621195,1700.16
16090,0.621157,1701.3
16091,0.621118,1702.43
16092,0.621079,1703.57
16093,0.621041,1704.71
16094,0.621002,1705.85
16095,0.620964,1706.98
16096,0.620925,1708.12
16097,0.620887,1708.98
16098,0.620848,1708.64
16099,0.62081,1708.17
16100,0.620771,1707.69
16101,0.620732,1707.22
16102,0.620694,1706.74
16103,0.620655,1706.27
16104,0.620617,1705.79
16105,0.620578,1705.32
16106,0.62054,1704.84
16107,0.620501,1704.37
16108,0.620463,1703.9
16109,0.620424,1703.42
16110,0.620386,1702.95
16111,0.620347,1702.46
16112,0.620309,1702.0
16113,0.62027,1701.52
16114,0.620232,1701.05
16115,0.620193,1700.57
16116,0.620155,1700.1
16117,0.620117,1699.63
16118,0.620078,1699.15
16119,0.62004,1698.68
16120,0.620001,1698.2
16121,0.619963,1697.73
16122,0.619924,1697.26
16123,0.619886,1696.69
16124,0.619848,1696.07
16125,0.619809,1695.45
16126,0.619771,1694.83
16127,0.619732,1694.2
16128,0.619694,1693.59
16129,0.619655,1692.96
16130,0.619617,1692.34
16131,0.619579,1691.73
16132,0.61954,1691.1
16133,0.619502,1690.48
16134,0.619464,1689.86
16135,0.619425,1689.24
16136,0.619387,1688.62
16137,0.619348,1688.0
16138,0.61931,1687.37
16139,0.619272,1686.76
16140,0.619233,1686.14
16141,0.619195,1685.52
16142,0.619157,1684.9
16143,0.619118,1684.28
16144,0.61908,1683.66
16145,0.619042,1683.03
16146,0.619003,1682.42
16147,0.618965,1681.79
16148,0.618927,1681.22
16149,0.618888,1681.1
16150,0.61885,1681.14
16151,0.618812,1681.17
16152,0.618774,1681.2
16153,0.618735,1681.24
16154,0.618697,1681.27
16155,0.618659,1681.31
16156,0.61862,1681.34
16157,0.618582,1681.38
16158,0.618544,1681.41
16159,0.618506,1681.44
16160,0.618467,1681.48
16161,0.618429,1681.51
16162,0.618391,1681.54
16163,0.618353,1681.58
16164,0.618314,1681.61
16165,0.618276,1681.65
16166,0.618238,1681.68
16167,0.6182,1681.72
16168,0.618162,1681.75
16169,0.618123,1681.79
16170,0.618085,1681.82
16171,0.618047,1681.85
16172,0.618009,1681.89
16173,0.617971,1681.92
16174,0.617932,1681.75
16175,0.617894,1679.98
16176,0.617856,1677.86
16177,0.617818,1675.75
16178,0.61778,1673.63
16179,0.617742,1671.52
16180,0.617703,1669.41
16181,0.617665,1667.3
16182,0.617627,1665.18
16183,0.617589,1663.06
16184,0.617551,1660.95
16185,0.617513,1658.83
16186,0.617475,1656.72
16187,0.617436,1654.62
16188,0.617398,1652.5
16189,0.61736,1650.38
16190,0.617322,1648.28
16191,0.617284,1646.16
16192,0.617246,1644.06
16193,0.617208,1641.94
16194,0.61717,1639.84
16195,0.617132,1637.72
16196,0.617093,1635.61
16197,0.617055,1633.5
16198,0.617017,1631.4
16199,0.616979,1629.29
16200,0.616941,1627.47
16201,0.616903,1627.69
16202,0.616865,1628.29
16203,0.616827,1628.89
16204,0.616789,1629.49
16205,0.616751,1630.09
16206,0.616713,1630.69
16207,0.616675,1631.29
16208,0.616637,1631.89
16209,0.616599,1632.49
16210,0.616561,1633.09
16211,0.616523,1633.7
16212,0.616485,1634.3
16213,0.616447,1634.9
16214,0.616409,1635.5
16215,0.616371,1636.1
16216,0.616333,1636.71
16217,0.616295,1637.3
16218,0.616257,1637.88
16219,0.616219,1638.49
16220,0.616181,1639.08
16221,0.616143,1639.69
16222,0.616105,1640.29
16223,0.616067,1640.89
16224,0.616029,1641.5
16225,0.615991,1642.1
16226,0.615953,1643.01
16227,0.615915,1644.92
16228,0.615877,1646.9
16229,0.615839,1648.88
16230,0.615801,1650.86
16231,0.615764,1652.84
16232,0.615726,1654.81
16233,0.615688,1656.8
16234,0.61565,1658.78
16235,0.615612,1660.76
16236,0.615574,1662.74
16237,0.615536,1664.72
16238,0.615498,1666.7
16239,0.61546,1668.68
16240,0.615422,1670.65
16241,0.615385,1672.63
16242,0.615347,1674.6
16243,0.615309,1676.58
16244,0.615271,1678.56
16245,0.615233,1680.53
16246,0.615195,1682.51
16247,0.615157,1684.49
16248,0.61512,1686.46
16249,0.615082,1688.44
16250,0.615044,1690.42
16251,0.615006,1692.39
16252,0.614968,1693.92
16253,0.614931,1693.2
16254,0.614893,1692.17
16255,0.614855,1691.13
16256,0.614817,1690.1
16257,0.614779,1689.07
16258,0.614742,1688.04
16259,0.614704,1686.99
16260,0.614666,1685.97
16261,0.614628,1684.93
16262,0.61459,1683.9
16263,0.614553,1682.86
16264,0.614515,1681.83
16265,0.614477,1680.8
16266,0.614439,1679.77
16267,0.614402,1678.74
16268,0.614364,1677.71
16269,0.614326,1676.68
16270,0.614288,1675.64
16271,0.614251,1674.61
16272,0.614213,1673.58
16273,0.614175,1672.55
16274,0.614137,1671.51
16275,0.6141,1670.48
16276,0.614062,1669.45
16277,0.614024,1668.42
16278,0.613987,1667.51
16279,0.613949,1668.31
16280,0.613911,1669.65
16281,0.613874,1670.99
16282,0.613836,1672.32
16283,0.613798,1673.65
16284,0.613761,1675.0
16285,0.613723,1676.34
16286,0.613685,1677.67
16287,0.613648,1679.01
16288,0.61361,1680.34
16289,0.613572,1681.68
16290,0.613535,1683.01
16291,0.613497,1684.34
16292,0.613459,1685.68
16293,0.613422,1687.02
16294,0.613384,1688.35
16295,0.613346,1689.69
16296,0.613309,1691.02
16297,0.613271,1692.36
16298,0.613234,1693.69
16299,0.613196,1695.02
16300,0.613158,1696.35
16301,0.613121,1697.69
16302,0.613083,1699.02
16303,0.613046,1700.35
16304,0.613008,1701.69
16305,0.61297,1702.52
16306,0.612933,1702.89
16307,0.612895,1703.26
16308,0.612858,1703.63
16309,0.61282,1704.0
16310,0.612783,1704.37
16311,0.612745,1704.74
16312,0.612708,1705.11
16313,0.61267,1705.48
16314,0.612632,1705.85
16315,0.612595,1706.21
16316,0.612557,1706.58
16317,0.61252,1706.96
16318,0.612482,1707.32
16319,0.612445,1707.69
16320,0.612407,1708.06
16321,0.61237,1708.43
16322,0.612332,1708.8
16323,0.612295,1709.17
16324,0.612257,1709.54
16325,0.61222,1709.91
16326,0.612182,1710.28
16327,0.612145,1710.64
16328,0.612107,1711.01
16329,0.61207,1711.38
16330,0.612033,1711.75
16331,0.611995,1712.12
16332,0.611958,1712.47
16333,0.61192,1712.83
16334,0.611883,1713.19
16335,0.611845,1713.55
16336,0.611808,1713.91
16337,0.61177,1714.26
16338,0.611733,1714.61
16339,0.611696,1714.97
16340,0.611658,1715.33
16341,0.611621,1715.69
16342,0.611583,1716.05
16343,0.611546,1716.4
16344,0.611509,1716.76
16345,0.611471,1717.12
16346,0.611434,1717.48
16347,0.611396,1717.83
16348,0.611359,1718.19
16349,0.611322,1718.55
16350,0.611284,1718.91
16351,0.611247,1719.26
16352,0.61121,1719.61
16353,0.611172,1719.97
16354,0.611135,1720.33
16355,0.611098,1720.68
16356,0.61106,1721.04
16357,0.611023,1721.39
16358,0.610986,1721.24
16359,0.610948,1720.81
16360,0.610911,1720.39
16361,0.610874,1719.96
16362,0.610836,1719.53
16363,0.610799,1719.11
16364,0.610762,1718.68
16365,0.610724,1718.25
16366,0.610687,1717.83
16367,0.61065,1717.4
16368,0.610612,1716.97
16369,0.610575,1716.55
16370,0.610538,1716.12
16371,0.610501,1715.69
16372,0.610463,1715.27
16373,0.610426,1714.84
16374,0.610389,1714.42
16375,0.610352,1713.99
16376,0.610314,1713.56
16377,0.610277,1713.14
16378,0.61024,1712.72
16379,0.610203,1712.29
16380,0.610165,1711.86
16381,0.610128,1711.43
16382,0.610091,1711.01
16383,0.610054,1710.58
16384,0.610016,1710.32
16385,0.609979,1710.7
16386,0.609942,1711.16
16387,0.609905,1711.63
16388,0.609868,1712.09
16389,0.60983,1712.55
16390,0.609793,1713.01
16391,0.609756,1713.47
16392,0.609719,1713.93
16393,0.609682,1714.4
16394,0.609645,1714.86
16395,0.609607,1715.32
16396,0.60957,1715.78
16397,0.609533,1716.24
16398,0.609496,1716.7
16399,0.609459,1717.15
16400,0.609422,1717.62
16401,0.609385,1718.09
16402,0.609347,1718.55
16403,0.60931,1719.0
16404,0.609273,1719.47
16405,0.609236,1719.93
16406,0.609199,1720.39
16407,0.609162,1720.85
16408,0.609125,1721.3
16409,0.609088,1721.77
16410,0.60905,1722.22
16411,0.609013,1722.65
16412,0.608976,1723.01
16413,0.608939,1723.39
16414,0.608902,1723.76
16415,0.608865,1724.13
16416,0.608828,1724.49
16417,0.608791,1724.86
16418,0.608754,1725.23
16419,0.608717,1725.6
16420,0.60868,1725.97
16421,0.608643,1726.33
16422,0.608606,1726.71
16423,0.608569,1727.07
16424,0.608532,1727.44
16425,0.608495,1727.82
16426,0.608458,1728.18
16427,0.608421,1728.55
16428,0.608384,1728.92
16429,0.608347,1729.28
16430,0.60831,1729.66
16431,0.608273,1730.02
16432,0.608236,1730.39
16433,0.608199,1730.76
16434,0.608162,1731.13
16435,0.608125,1731.5
16436,0.608088,1731.87
16437,0.608051,1732.25
16438,0.608014,1733.0
16439,0.607977,1733.94
16440,0.60794,1734.88
16441,0.607903,1735.81
16442,0.607866,1736.74
16443,0.607829,1737.67
16444,0.607792,1738.61
16445,0.607755,1739.55
16446,0.607718,1740.48
16447,0.607681,1741.41
16448,0.607644,1742.35
16449,0.607607,1743.27
16450,0.60757,1744.2
16451,0.607533,1745.14
16452,0.607497,1746.08
16453,0.60746,1747.01
16454,0.607423,1747.94
16455,0.607386,1748.87
16456,0.607349,1749.81
16457,0.607312,1750.74
16458,0.607275,1751.67
16459,0.607238,1752.61
16460,0.607201,1753.54
16461,0.607165,1754.46
16462,0.607128,1755.4
16463,0.607091,1756.34
16464,0.607054,1757.17
16465,0.607017,1757.21
16466,0.60698,1757.04
16467,0.606943,1756.87
16468,0.606907,1756.7
16469,0.60687,1756.54
16470,0.606833,1756.36
16471,0.606796,1756.2
16472,0.606759,1756.03
16473,0.606722,1755.85
16474,0.606686,1755.69
16475,0.606649,1755.52
16476,0.606612,1755.35
16477,0.606575,1755.18
16478,0.606538,1755.02
16479,0.606502,1754.84
16480,0.606465,1754.68
16481,0.606428,1754.51
16482,0.606391,1754.33
16483,0.606355,1754.17
16484,0.606318,1754.0
16485,0.606281,1753.83
16486,0.606244,1753.66
16487,0.606208,1753.49
16488,0.606171,1753.32
16489,0.606134,1753.16
16490,0.606097,1752.99
16491,0.606061,1752.83
16492,0.606024,1753.26
16493,0.605987,1753.96
16494,0.60595,1754.66
16495,0.605914,1755.35
16496,0.605877,1756.04
16497,0.60584,1756.74
16498,0.605804,1757.43
16499,0.605767,1758.13
16500,0.60573,1758.82
16501,0.605694,1759.51
16502,0.605657,1760.21
16503,0.60562,1760.91
16504,0.605583,1761.6
16505,0.605547,1762.29
16506,0.60551,1762.99
16507,0.605473,1763.68
16508,0.605437,1764.37
16509,0.6054,1765.07
16510,0.605364,1765.76
16511,0.605327,1766.45
16512,0.60529,1767.14
16513,0.605254,1767.83
16514,0.605217,1768.53
16515,0.60518,1769.23
16516,0.605144,1769.92
16517,0.605107,1770.6
16518,0.60507,1771.29
16519,0.605034,1771.66
16520,0.604997,1771.89
16521,0.604961,1772.11
16522,0.604924,1772.35
16523,0.604887,1772.56
16524,0.604851,1772.79
16525,0.604814,1773.02
16526,0.604778,1773.23
16527,0.604741,1773.47
16528,0.604705,1773.69
16529,0.604668,1773.93
16530,0.604631,1774.14
16531,0.604595,1774.37
16532,0.604558,1774.6
16533,0.604522,1774.81
16534,0.604485,1775.05
16535,0.604449,1775.27
16536,0.604412,1775.49
16537,0.604376,1775.73
16538,0.604339,1775.94
16539,0.604303,1776.18
16540,0.604266,1776.4
16541,0.60423,1776.62
16542,0.604193,1776.86
16543,0.604157,1777.07
16544,0.60412,1777.3
16545,0.604084,1777.52
16546,0.604047,1777.31
16547,0.604011,1776.84
16548,0.603974,1776.36
16549,0.603938,1775.89
16550,0.603901,1775.42
16551,0.603865,1774.94
16552,0.603828,1774.47
16553,0.603792,1774.0
16554,0.603755,1773.53
16555,0.603719,1773.05
16556,0.603682,1772.58
16557,0.603646,1772.1
16558,0.60361,1771.64
16559,0.603573,1771.16
16560,0.603537,1770.69
16561,0.6035,1770.21
16562,0.603464,1769.75
16563,0.603427,1769.26
16564,0.603391,1768.8
16565,0.603355,1768.32
16566,0.603318,1767.86
16567,0.603282,1767.37
16568,0.603245,1766.91
16569,0.603209,1766.43
16570,0.603173,1765.96
16571,0.603136,1765.49
16572,0.6031,1765.02
16573,0.603064,1764.06
16574,0.603027,1762.53
16575,0.602991,1760.99
16576,0.602954,1759.44
16577,0.602918,1757.9
16578,0.602882,1756.36
16579,0.602845,1754.82
16580,0.602809,1753.28
16581,0.602773,1751.75
16582,0.602736,1750.21
16583,0.6027,1748.67
16584,0.602664,1747.13
16585,0.602627,1745.59
16586,0.602591,1744.05
16587,0.602555,1742.52
16588,0.602519,1740.98
16589,0.602482,1739.44
16590,0.602446,1737.9
16591,0.60241,1736.37
16592,0.602373,1734.83
16593,0.602337,1733.3
16594,0.602301,1731.76
16595,0.602265,1730.23
16596,0.602228,1728.68
16597,0.602192,1727.15
16598,0.602156,1725.61
16599,0.602119,1724.08
16600,0.602083,1722.74
16601,0.602047,1723.1
16602,0.602011,1723.85
16603,0.601974,1724.61
16604,0.601938,1725.37
16605,0.601902,1726.13
16606,0.601866,1726.88
16607,0.60183,1727.64
16608,0.601793,1728.39
16609,0.601757,1729.14
16610,0.601721,1729.9
16611,0.601685,1730.66
16612,0.601649,1731.42
16613,0.601612,1732.17
16614,0.601576,1732.92
16615,0.60154,1733.68
16616,0.601504,1734.44
16617,0.601468,1735.19
16618,0.601431,1735.94
16619,0.601395,1736.7
16620,0.601359,1737.46
16621,0.601323,1738.21
16622,0.601287,1738.96
16623,0.601251,1739.72
16624,0.601214,1740.47
16625,0.601178,1741.23
16626,0.601142,1741.99
16627,0.601106,1742.73
16628,0.60107,1743.55
16629,0.601034,1744.41
16630,0.600998,1745.27
16631,0.600962,1746.13
16632,0.600925,1746.99
16633,0.600889,1747.85
16634,0.600853,1748.71
16635,0.600817,1749.57
16636,0.600781,1750.43
16637,0.600745,1751.28
16638,0.600709,1752.14
16639,0.600673,1753.0
16640,0.600637,1753.86
16641,0.600601,1754.72
16642,0.600565,1755.58
16643,0.600528,1756.43
16644,0.600492,1757.29
16645,0.600456,1758.15
16646,0.60042,1759.01
16647,0.600384,1759.87
16648,0.600348,1760.72
16649,0.600312,1761.58
16650,0.600276,1762.44
16651,0.60024,1763.3
16652,0.600204,1764.15
16653,0.600168,1765.01
16654,0.600132,1765.87
16655,0.600096,1766.6
16656,0.60006,1766.86
16657,0.600024,1767.05
16658,0.599988,1767.27
16659,0.599952,1767.47
16660,0.599916,1767.66
16661,0.59988,1767.87
16662,0.599844,1768.09
16663,0.599808,1768.28
16664,0.599772,1768.48
16665,0.599736,1768.69
16666,0.5997,1768.9
16667,0.599664,1769.09
16668,0.599628,1769.3
16669,0.599592,1769.51
16670,0.599556,1769.7
16671,0.59952,1769.91
16672,0.599484,1770.12
16673,0.599449,1770.31
16674,0.599413,1770.52
16675,0.599377,1770.73
16676,0.599341,1770.92
16677,0.599305,1771.13
16678,0.599269,1771.34
16679,0.599233,1771.53
16680,0.599197,1771.74
16681,0.599161,1771.95
16682,0.599125,1772.14
16683,0.599089,1772.27
16684,0.599053,1772.25
16685,0.599018,1772.22
16686,0.598982,1772.18
16687,0.598946,1772.16
16688,0.59891,1772.12
16689,0.598874,1772.09
16690,0.598838,1772.06
16691,0.598802,1772.02
16692,0.598767,1771.99
16693,0.598731,1771.96
16694,0.598695,1771.93
16695,0.598659,1771.9
16696,0.598623,1771.87
16697,0.598587,1771.84
16698,0.598552,1771.8
16699,0.598516,1771.77
16700,0.59848,1771.74
16701,0.598444,1771.71
16702,0.598408,1771.67
16703,0.598372,1771.64
16704,0.598337,1771.61
16705,0.598301,1771.58
16706,0.598265,1771.55
16707,0.598229,1771.51
16708,0.598193,1771.49
16709,0.598158,1771.45
16710,0.598122,1771.44
16711,0.598086,1772.12
16712,0.59805,1773.19
16713,0.598015,1774.26
16714,0.597979,1775.32
16715,0.597943,1776.39
16716,0.597907,1777.46
16717,0.597872,1778.53
16718,0.597836,1779.6
16719,0.5978,1780.66
16720,0.597764,1781.73
16721,0.597729,1782.79
16722,0.597693,1783.85
16723,0.597657,1784.92
16724,0.597621,1786.0
16725,0.597586,1787.06
16726,0.59755,1788.12
16727,0.597514,1789.19
16728,0.597479,1790.25
16729,0.597443,1791.31
16730,0.597407,1792.38
16731,0.597372,1793.44
16732,0.597336,1794.51
16733,0.5973,1795.57
16734,0.597265,1796.63
16735,0.597229,1797.69
16736,0.597193,1798.76
16737,0.597158,1799.83
16738,0.597122,1800.87
16739,0.597086,1800.93
16740,0.597051,1800.47
16741,0.597015,1800.0
16742,0.596979,1799.53
16743,0.596944,1799.06
16744,0.596908,1798.59
16745,0.596872,1798.13
16746,0.596837,1797.66
16747,0.596801,1797.19
16748,0.596766,1796.72
16749,0.59673,1796.25
16750,0.596694,1795.79
16751,0.596659,1795.32
16752,0.596623,1794.85
16753,0.596588,1794.39
16754,0.596552,1793.92
16755,0.596516,1793.45
16756,0.596481,1792.98
16757,0.596445,1792.52
16758,0.59641,1792.05
16759,0.596374,1791.58
16760,0.596338,1791.11
16761,0.596303,1790.64
16762,0.596267,1790.18
16763,0.596232,1789.71
16764,0.596196,1789.24
16765,0.596161,1788.78
16766,0.596125,1788.32
16767,0.59609,1787.96
16768,0.596054,1787.63
16769,0.596019,1787.3
16770,0.595983,1786.97
16771,0.595948,1786.64
16772,0.595912,1786.31
16773,0.595877,1785.98
16774,0.595841,1785.65
16775,0.595806,1785.33
16776,0.59577,1784.99
16777,0.595735,1784.67
16778,0.595699,1784.33
16779,0.595664,1784.01
16780,0.595628,1783.68
16781,0.595593,1783.35
16782,0.595557,1783.01
16783,0.595522,1782.68
16784,0.595486,1782.36
16785,0.595451,1782.03
16786,0.595415,1781.7
16787,0.59538,1781.37
16788,0.595344,1781.04
16789,0.595309,1780.71
16790,0.595274,1780.39
16791,0.595238,1780.05
16792,0.595203,1779.73
16793,0.595167,1779.4
16794,0.595132,1779.08
16795,0.595096,1779.45
16796,0.595061,1780.2
16797,0.595026,1780.95
16798,0.59499,1781.69
16799,0.594955,1782.44
16800,0.594919,1783.18
16801,0.594884,1783.93
16802,0.594849,1784.67
16803,0.594813,1785.42
16804,0.594778,1786.17
